Domains,Industry,Class,Employees,Discover - Events,Discover - Overall Score,Discover - Event Count
de.lrmed.com,,0,,,Good,0
hawe.de,Retail,0,19,,Good,0
apetito-catering.de,Business Services,0,273,,Good,0
kuechenaktuell.de,Hospitality,0,35,,Good,0
schottel.de,Manufacturing,0,761,,Excellent,0
vbk.karlsruhe.de,Education,0,18,,Good,0
kaufhof.de,Hospitality,0,16,Type: *** Discover Insider ***Event: Projektmanager IT of Kaufhof told us they were looking into 'Hardware refresh within the next 3 - 6 months.,Good,0
de.stabilus.com,Manufacturing,0,7110,,Good,0
gmh-systems.de,Business Services,0,15,,Good,0
fu-berlin.de,Education,0,2189,,Good,0
ruhr-uni-bochum.de,Education,0,607,,Excellent,0
bsr.de,"Energy, Utilities & Waste",0,14,,Good,0
fernuni-hagen.de,Education,0,139,,Good,0
mueller.de,Retail,0,35000,Type: *** Discover Insider ***Event: Leiter IT of Mueller told us they were looking into 'Operational improvements within the next 9 - 12 months.,Excellent,0
itc-germany.com,Business Services,0,10,,Good,0
primacom.net,,0,,,Good,0
kv-keoa.de,Hospitals & Physicians Clinics,0,24,,Good,0
yazaki-europe.com,Manufacturing,0,235554,,Excellent,0
molkerei-ammerland.de,Manufacturing,0,1,,Good,0
jcc.johanniter.dee,,0,,,Good,0
wiegand-glas.de,Manufacturing,0,6,,Excellent,0
general-overnight.com,Transportation,0,19,,Good,0
sozialstiftung-bamberg.de,Healthcare Services,0,1840,,Good,0
Hannover-Stadt.de,Hospitality,0,12,,Good,0
hipp.de,Retail,0,2069,,Excellent,0
bk-international.com,Manufacturing,0,112,,Good,0
ehrmann.de,Manufacturing,0,14,,Excellent,0
bezirk-mittelfranken.de,Government,0,122,,Excellent,0
vinnolit.com,Manufacturing,0,1400,,Good,0
ruag.com,Government,0,2963,,Excellent,0
konicaminolta.eu,Retail,0,2391,,Good,0
abus-kransysteme.de,Manufacturing,0,1100,,Good,0
uk-sh.de,Hospitals & Physicians Clinics,0,21,,Good,0
steag.com,"Energy, Utilities & Waste",0,6378,Date: 27/08/2023Type: acquiresEvent: Asterionindustrial acquired STEAG GmbH for $2.78B on Jan 1st '23.URL: https://www.bloomberg.com/news/articles/2023-08-25/asterion-said-to-pull-ahead-of-kretinsky-in-race-to-buy-utility,Good,1
krankenhaus-dernbach.de,Hospitals & Physicians Clinics,0,5,,Good,0
voncentius-ka.de,,0,,,Good,0
murrelektronik.de,Manufacturing,0,2995,,Good,0
bk-trier.de,Hospitals & Physicians Clinics,0,16,,Good,0
fidor.de,Finance,0,99,Date: 11/12/2022Type: partners_withEvent: Fidor Bank AG partners with Kraken.URL: https://newsbtc.com/all/bitcoin-natural-part-of-digital-lifestyle/,Good,1
goethe.de,Education,0,4060,,Good,0
amann.com,Manufacturing,0,2600,Type: *** Discover Insider ***Event: Information Security Officer of Amann told us they were looking into 'Connect & protect branch offices within the next 6 months.,Good,0
grimme.de,,0,,Type: *** Discover Insider ***Event: Head Of IT of Grimme told us they were looking into 'Data protection against Cyberthreats within the next 9 - 12 months.,Good,0
bauder.de,Manufacturing,0,487,,Excellent,0
stadtwerke-augsburg.de,,0,3,,Good,0
mahr.de,,0,,,Good,0
bpw.de,Transportation,0,6799,,Good,0
alba.info,"Energy, Utilities & Waste",0,5400,,Good,0
wilo.de,Construction,0,45,,Good,0
vega.com,Manufacturing,0,2100,Type: *** Discover Insider ***Event: IT Project Manager of Vega told us they were looking into 'Cloud within the next 6-12 Months.,Excellent,0
kws.com,Agriculture,0,4842,Type: *** Discover Insider ***Event: Head Of IT of Kws told us they were looking into 'SaaS CRM data within the next 6-12 months.,Excellent,0
klinikum-braunschweig.de,Hospitals & Physicians Clinics,0,3916,,Good,0
augustinum.de,Healthcare Services,0,15,,Good,0
wittenstein.de,Manufacturing,0,2784,,Good,0
biotest.de,Real Estate,0,63,Type: *** Discover Insider ***Event: Manager of Biotest told us they were looking into ' Change in environment and existing system not suitable.,Good,0
itelligence.de,Business Services,0,190,,Good,0
uni-leipzig.de,Education,0,8361,,Good,0
focke.de,Retail,0,33,,Good,0
presse-druck.de,Business Services,0,3600,,Good,0
nagel-group.com,Transportation,0,11000,"Type: *** Discover Insider ***Event: Information Technology Manager of Nagel Group, is interested in Microsoft 365 Backup For Dummies in Denmark.Date: 25/05/2023Type: Receives AwardEvent: Nagel Group receives award Best Managed Companies Award 2023.URL: https://www.nagel-group.com/en/2023/05/award-nagel-group-receives-the-best-managed-companies-awardDate: 12/03/2023Type: Opens New LocationEvent: Nagel Group opens new location in Czechia.URL: https://www.nagel-group.com/en/2023/03/nagel-groups-new-warehouse-near-prague-goes-into-operationDate: 13/02/2023Type: Partners WithEvent: Ritter Sport partners with Nagel Group.URL: https://www.esmmagazine.com/supply-chain/ritter-sport-and-nagel-group-electrify-transport-methods-232466",Good,3
synlab.de,Retail,0,59,,Good,0
euroimmun.de,Manufacturing,0,3500,,Good,0
kurtz.de,Holding Companies & Conglomerates,0,79,,Good,0
berlin-airport.de,Transportation,0,1201,Date: 08/10/2023Type: launchesEvent: Berlin Airport launched digital service for biometric access control on Sep 9th '23.URL: https://www.schengenvisainfo.com/news/berlin-brandenburg-airport-launches-new-service-replacing-boarding-passes-with-facial-recognition/Date: 14/06/2023Type: LaunchesEvent: Berlin Airport launched BER Runway option in Terminal 1 on Jan 1st '22.URL: https://www.afar.com/magazine/at-these-europe-airports-you-can-skip-security-linesDate: 18/05/2023Type: LaunchesEvent: Berlin Airport launches BER Traveller.URL: https://www.internationalairportreview.com/news/185820/ber-traveller-facial-recognition-replaces-boarding-pass-at-berlin-airport/Date: 25/02/2023Type: Partners WithEvent: Media Frankfurt GmbH partners with Berlin Airport.URL: https://www.media-frankfurt.de/en/news/three-questions-peer-schmitz-kuo-advertising-alliance-berlin-brandenburg-airport/,Good,4
uni-greifswald.de,Education,0,5536,,Good,0
hansgrohe.com,Manufacturing,0,3723,,Good,0
uvex.de,Holding Companies & Conglomerates,0,704,,Good,0
evobus.com,Consumer Services,0,7526,,Good,0
psi.de,Software,0,2182,,Good,0
techdata.com,Retail,0,14000,,Good,0
dl.srh.de,Holding Companies & Conglomerates,0,11817,,Good,0
kamax.com,Manufacturing,0,4000,,Excellent,0
westfleisch.de,Manufacturing,0,7500,,Excellent,0
geberit.com,Manufacturing,0,12000,,Good,0
n-ergie.de,"Energy, Utilities & Waste",0,2580,,Excellent,0
witron.com,Manufacturing,0,98,,Good,0
hoermann.com,Retail,0,672,,Good,0
ohb-system.de,,0,,,Good,0
wago.com,Manufacturing,0,8600,Type: *** Discover Insider ***Event: VP Corporate IT of Wago told us they were looking into 'Hardware refresh within the next 6 - 9 months.,Good,0
krone.de,Holding Companies & Conglomerates,0,414,,Excellent,0
kroschu.de,,0,,,Good,0
wanzl.de,,0,,,Good,0
lfst.fin-rlp.de,Business Services,0,78,,Good,0
daw.de,Manufacturing,0,5608,Type: *** Discover Insider ***Event: IT Manager Digital Workplace of Daw told us they were looking into 'Services Client within the next 6-12 Months.,Good,0
regioit-aachen.de,Consumer Services,0,144,,Good,0
bitzer.de,Manufacturing,0,3800,,Good,0
teag.de,Hospitality,0,131,Type: *** Discover Insider ***Event: IT Administrator of Teag told us they were looking into 'Connect & protect branch offices within the next 3 months.,Good,0
ukaachen.de,Hospitals & Physicians Clinics,0,719,,Excellent,0
evotec.com,Manufacturing,0,4198,Type: *** Discover Insider ***Event: Manager of Evotec told us they were looking into ' Backup/recovery performance unacceptable .,Excellent,0
adesso.de,Business Services,0,6270,,Good,0
charite.de,Hospitals & Physicians Clinics,0,17600,,Excellent,0
fraport.de,Transportation,0,2521,,Good,0
bwb.de,Government,0,3716,,Good,0
gk-softwear.com,,0,,,Good,0
ikk-classic.de,Hospitality,0,6760,,Good,0
polizei.berlin.de,Consumer Services,0,7,,Good,0
stadtwerke-bielefeld.de,"Energy, Utilities & Waste",0,2279,,Excellent,0
accor.com,Hospitality,0,300000,Type: *** Discover Insider ***Event: Manager of Accor told us they were looking into ' Compliance or regulatory.,Excellent,0
gepe-peterhoff.de,Hospitality,0,17,,Good,0
klinikum-stuttgart.de,Hospitals & Physicians Clinics,0,6639,Type: *** Discover Insider ***Event: Chief Data Protection Officer And Head Of Data Protection And IT Security Board of Klinikum Stuttgart told us they were looking into 'SaaS CRM data within the next 6-12 months.,Excellent,0
martin-bauer-group.com,Manufacturing,0,79,,Excellent,0
stadtwerke-hamm.de,"Energy, Utilities & Waste",0,15,,Good,0
igefa.de,Manufacturing,0,232,,Excellent,0
roller.de,Retail,0,6000,,Good,0
klinikum-traunstein.de,,0,,,Good,0
gestamp.com,Manufacturing,0,40000,,Good,0
samson.de,Telecommunications,0,79,,Good,0
gp-ruesselsheim.de,Hospitals & Physicians Clinics,0,14,,Excellent,0
cms-hs.com,Law Firms & Legal Services,0,124,Type: *** Discover Insider ***Event: Head Of IT Infrastructure And Communications of Cms Hs told us they were looking into 'moving to cloud within the next 9 - 12 months.,Good,0
wts.de,Business Services,0,2062,,Good,0
proselis.de,Hospitals & Physicians Clinics,0,202,,Good,0
seeburger.de,Software,0,24,,Good,0
cbr.de,Retail,0,1123,,Good,0
glkn.de,Hospitals & Physicians Clinics,0,77,,Good,0
ejot.de,Manufacturing,0,148,,Good,0
dak.de,Insurance,0,1422,,Good,0
kirchhoff-automotive.com,Manufacturing,0,8000,Type: *** Discover Insider ***Event: IT Director of Kirchhoff Automotive told us they were looking into 'Backup/recovery performance within the next 3 - 6 months.,Excellent,0
habafamilygroup.com,Holding Companies & Conglomerates,0,2000,,Good,0
toennies.de,Retail,0,16073,,Good,0
tuvit.de,Business Services,0,89,,Good,0
gewofag.de,Government,0,56,,Good,0
bearingpoint.com,Business Services,0,5253,Type: *** Discover Insider ***Event: Manager IT Responsable Support Operations IT France Belgique Maroc of Bearingpoint told us they were looking into 'moving to cloud within the next 3 - 6 months.,Excellent,0
reichelt.de,Retail,0,423,,Good,0
strama-mps.de,Manufacturing,0,9,,Excellent,0
marien-kh.de,Hospitals & Physicians Clinics,0,46,,Good,0
fugro.de1,,0,,,Good,0
suedharz-klinikum.de,Healthcare Services,0,15,,Good,0
bela.de,Retail,0,18000,,Good,0
evv-online.de,Consumer Services,0,21,,Good,0
pleissner-guss.de,Manufacturing,0,21,,Good,0
bonita.de,Retail,0,2792,,Excellent,0
gambro.com,Manufacturing,0,71,,Good,0
nsn.com,Manufacturing,0,77,,Good,0
bettenlager.de,,0,,,Good,0
mh-hannover.de,Education,0,2,,Good,0
streicher.de,Manufacturing,0,3500,,Good,0
koerber.de,Holding Companies & Conglomerates,0,1004,Type: *** Discover Insider ***Event: Chief Information Security Officer of Koerber told us they were looking into 'Ransomware.,Good,0
niels-stensen-kliniken.de,Hospitals & Physicians Clinics,0,995,,Good,0
bcg.com,Business Services,0,30000,Type: *** Discover Insider ***Event: Global Infrastructure Manager IT of Bcg told us they were looking into 'SaaS CRM data within the next 6-12 months.,Excellent,0
celonis.de,Business Services,0,64,,Good,0
enercity.de,"Energy, Utilities & Waste",0,2502,,Excellent,0
fielmann.de,Retail,0,7854,,Good,0
kreiskrankenhaus-glauchau.de,Hospitality,0,6,,Good,0
willibetz.de,Manufacturing,0,16,,Good,0
thomascookag.com,,0,,,Good,0
mazda.de,Consumer Services,0,69,,Good,0
buenting.de,Manufacturing,0,35,,Good,0
tu-berlin.de,Education,0,72,,Good,0
china-shipping.de,Transportation,0,7,,Good,0
unimedizin-mainz.de,Business Services,0,35,,Good,0
bwf-group.de,Construction,0,213,,Good,0
bethel.de,Hospitals & Physicians Clinics,0,29,,Good,0
sonepar.de,Manufacturing,0,5000,,Good,0
munster.de,Government,0,18,,Good,0
ea.com,Software,0,12100,Type: *** Discover Insider ***Event: Director IT of Ea told us they were looking into 'Data management and protection within the next 9 - 12 months.,Excellent,0
standardlife.de,Holding Companies & Conglomerates,0,117,,Good,0
bausch-stroebel.de,,0,,,Good,0
sag.eu,Telecommunications,0,166,,Good,0
cal-consult.de,Software,0,95,,Good,0
kph.uni-mainz.de,Consumer Services,0,3263,,Good,0
kaeser.com,Manufacturing,0,7000,Type: *** Discover Insider ***Event: Leiter IT Organisation of Kaeser told us they were looking into 'Data protection against Cyberthreats within the next 6 - 9 months.,Good,0
l-3com.com,Manufacturing,0,30,,Good,0
kreis-recklinghausen.de,Healthcare Services,0,15,,Good,0
kiel.de,Hospitality,0,221,,Good,0
humana.de,Retail,0,1130,,Good,0
eue-kabel.de,Manufacturing,0,17,,Good,0
it-21.eu,,0,,,Good,0
cjd.de,Hospitality,0,21,,Good,0
katek.de,Manufacturing,0,63,,Good,0
hessing-stiftung.de,Hospitals & Physicians Clinics,0,18,,Good,0
deufol.com,Manufacturing,0,2400,,Excellent,0
hrz.uni-marburg.de,Education,0,37,,Good,0
lear.com,Manufacturing,0,168700,Type: *** Discover Insider ***Event: Division Group IT Manager And Business Relationship Manager of Lear told us they were looking into 'Hardware refresh within the next 3 - 6 months.,Booster activated,0
de.storck.com,Manufacturing,0,6961,Type: *** Discover Insider ***Event: Head Of IT Infrastructure And Support of De told us they were looking into 'Data management and protection within the next 9 - 12 months.,Good,0
de.mcd.com,,0,,,Good,0
europcar.de,Manufacturing,0,2152,,Excellent,0
klinikum-westfalen.de,Hospitals & Physicians Clinics,0,25,,Good,0
alexius.de,Hospitality,0,3,,Good,0
cceag.de,Manufacturing,0,1057,,Good,0
magnet-schultz.de,,0,,,Good,0
bos-bremen.de,Business Services,0,6,,Good,0
epson-electronics.de,Manufacturing,0,101,,Good,0
mariengesellschaft.de,Hospitals & Physicians Clinics,0,22,,Good,0
olympus-oste.eu,Manufacturing,0,77,,Good,0
survitecgroup.com,Business Services,0,3000,"Type: *** Discover Insider ***Event: Head Of IT APAC MEAG Region of Survitecgroup, is interested in 5 capabilities for the best Azure backup & recovery in Singapore.",Good,0
trinkaus.de,,0,,,Good,0
renault.de,Retail,0,16,,Good,0
ubs.com,Finance,0,74022,Type: *** Discover Insider ***Event: Director of Ubs told us they were looking into ' Backup/recovery performance unacceptable .,Excellent,0
kaco.de,Manufacturing,0,25,,Excellent,0
sanktgeorg.de,Hospitals & Physicians Clinics,0,845,,Good,0
loeschpack.com,Manufacturing,0,252,,Good,0
bader.de,Retail,0,68,,Excellent,0
zumtobelgroup.com,Manufacturing,0,22,"Type: *** Discover Insider ***Event: IT Director Americas Business Engagement of Zumtobelgroup, is interested in Is Your Data Center Protection Strategy Putting Your Business at Risk? Five Misperceptions You Want to Avoid - whitepaper in United States.",Good,0
marquardt.de,Manufacturing,0,17,,Good,0
bb-krankenhausverbund.de,Hospitals & Physicians Clinics,0,16,,Good,0
conciliamus.de,Hospitality,0,108,,Good,0
brother.de,Business Services,0,143,,Good,0
cut-e.com,Business Services,0,84,,Good,0
mag-ias.com,Manufacturing,0,2766,,Good,0
nokia.com,Manufacturing,0,86896,Type: *** Discover Insider ***Event: Manager of Nokia told us they were looking into ' Compliance or regulatory.,Excellent,0
delaval.com,Manufacturing,0,4500,Type: *** Discover Insider ***Event: HR Director Global Learning Development of Delaval told us they were looking into 'Digitalise HR and reduce the amount of paper.,Excellent,0
brandenburg.de,Hospitality,0,43,,Good,0
bs-energy.de,"Energy, Utilities & Waste",0,34,,Good,0
swl.de,Hospitality,0,9,,Good,0
stadtwerke-potsdam.de,Retail,0,23,,Good,0
vivantes.de,Manufacturing,0,412,,Good,0
oewa.de,Manufacturing,0,19,,Good,0
klinikum-dessau.de,Healthcare Services,0,487,,Excellent,0
klin-rt.de,,0,,,Good,0
msg.group,Business Services,0,8500,,Excellent,0
htw-berlin.de,Retail,0,427,,Good,0
toepfer.com,,0,,,Good,0
vka.rwth-aachen.de,Education,0,12,,Good,0
eu.takata.com,Manufacturing,0,16,,Good,0
berlet.de,Retail,0,341,,Good,0
nordenia.com,Hospitality,0,235,,Good,0
bethlehem.de,Hospitals & Physicians Clinics,0,2,,Good,0
manroland-web.com,Manufacturing,0,901,,Good,0
de.vwr.com,Retail,0,10201,,Good,0
uk-essen.de,Hospitals & Physicians Clinics,0,4788,,Good,0
evk.de,Hospitals & Physicians Clinics,0,52,,Good,0
muenchenstift.de,Healthcare Services,0,22,,Good,0
stadt.wuppertal.de,Government,0,9,,Good,0
mhz.de,Manufacturing,0,1200,,Good,0
braas.de,Manufacturing,0,24,,Good,0
krh.eu,Healthcare Services,0,245,,Good,0
coop.de,Finance,0,15,,Good,0
uni-oldenburg.de,Education,0,19,,Good,0
dfg.de,Organizations,0,850,,Good,0
srhh.de,"Energy, Utilities & Waste",0,17,,Good,0
fh-muenster.de,Education,0,10,,Good,0
ikmb.uni-kiel.de,Consumer Services,0,731,,Good,0
kreisgg.de,Government,0,1054,,Good,0
avm.de,Manufacturing,0,806,,Good,0
usu.de,Software,0,153,,Good,0
steigenberger.com,Hospitality,0,3197,,Good,0
laemke.de,,0,,,Good,0
al-ko.de,Manufacturing,0,12,,Good,0
trevira.com,Manufacturing,0,15,,Good,0
preh.de,Hospitality,0,153,,Good,0
stadtwerke-goerlitz.de,Government,0,19,,Good,0
gesundheitnord.de,Hospitals & Physicians Clinics,0,8,,Good,0
securiton.de,Business Services,0,74,,Good,0
aerzener.com,,0,,,Good,0
stadtwerke-karlsruhe.de,"Energy, Utilities & Waste",0,1013,,Good,0
casa-reha.de,Hospitals & Physicians Clinics,0,49000,,Good,0
bistum-wuerzburg.de,Healthcare Services,0,10,,Good,0
ctk.de,Hospitals & Physicians Clinics,0,4,,Good,0
balluff.de,Manufacturing,0,4000,,Good,0
evlka.de,Hospitality,0,5,,Good,0
tq-group.com,Business Services,0,1700,,Good,0
techniklotsen.de,Consumer Services,0,18,,Good,0
adm.com,Agriculture,0,40360,,Good,0
krankenhaus-muldental.de,,0,,,Good,0
knaustabbert.de,Hospitality,0,2160,,Good,0
dat.de,Consumer Services,0,31,,Excellent,0
iq-optimize.de,Software,0,19,,Good,0
emco.de,Construction,0,106,,Good,0
rafi.de,Telecommunications,0,57,,Good,0
interprint.de,Business Services,0,39,,Good,0
lwv-hessen.de,Education,0,27,,Good,0
getrag.com,Manufacturing,0,13501,,Good,0
geodis.de,Transportation,0,353,Date: 06/09/2023Type: increases_headcount_byEvent: Geodis Logistics Deutschland GmbH increases headcount by 13.URL: https://www.dcvelocity.com/articles/58499-geodis-to-hire-3-000-seasonal-workers-for-peak-seasonDate: 09/03/2023Type: Is DevelopingEvent: Geodis Logistics Deutschland GmbH is developing integrated freight network in Germany.URL: https://www.dentons.com/en/about-dentons/news-events-and-awards/news/2023/march/dentons-advises-transport-and-logistics-company-geodis-on-acquisition-of-trans-o-flexDate: 28/12/2022Type: AcquiresEvent: Geodis Logistics Deutschland GmbH acquired trans-o-flex Schnell-Lieferdienst GmbH on Dec 19th '22.URL: https://www.fbj-online.com/geodis-completes-trans-o-flex-buy/?utm_source=rss&utm_medium=rss&utm_campaign=geodis-completes-trans-o-flex-buy,Good,3
hoppecke.com,Manufacturing,0,262,,Good,0
med.ovgu.de,Consumer Services,0,2620,,Good,0
bauking.de,Holding Companies & Conglomerates,0,3305,,Good,0
schueller.de,Hospitality,0,10,,Good,0
ford.com,Manufacturing,0,173000,Type: *** Discover Insider ***Event: Senior Manager Manufacturing Information Technology Europe of Ford told us they were looking into 'Data management and protection within the next 6 - 9 months.,Excellent,0
klinikum-goerlitz.de,Hospitals & Physicians Clinics,0,1108,,Good,0
asb-wiesbaden.de,,0,,,Good,0
karlstorz.de,Hospitality,0,9,,Good,0
handelsblattgroup.com,Media & Internet,0,15,,Good,0
geis-group.de,Hospitality,0,18,,Good,0
passauerwolf.de,Hospitals & Physicians Clinics,0,8,,Excellent,0
awd.de,Finance,0,62,,Good,0
mm-software.com,Software,0,82,,Good,0
stahlgruber.de,Consumer Services,0,6735,Type: *** Discover Insider ***Event: Head Of Technical Service Center of Stahlgruber told us they were looking into 'Cloud within the next 6-12 Months.,Good,0
mk-n.com,,0,,,Good,0
vaude.com,Retail,0,558,,Good,0
wgv.de,Insurance,0,706,,Good,0
miwe.de,Manufacturing,0,109,,Good,0
heinlehmann.de,Manufacturing,0,46,,Good,0
rrz.uni-hamburg.de,Consumer Services,0,15,,Good,0
rivagmbh.de,Construction,0,30,,Good,0
falke.com,Manufacturing,0,3325,,Good,0
faz.de,Media & Internet,0,43,,Good,0
karlsruhe.de,Education,0,18,,Good,0
feneberg.de,Manufacturing,0,22,,Good,0
gisa.de,Business Services,0,830,,Good,0
bos.de,Business Services,0,8000,,Excellent,0
svlfg.de,Healthcare Services,0,20,,Good,0
baysf.de,Holding Companies & Conglomerates,0,171,,Good,0
hgk.de,Transportation,0,215,,Excellent,0
zott-dairy.com,Retail,0,2757,,Good,0
klinikum-gap.de,Hospitals & Physicians Clinics,0,9,,Good,0
hoerbiger.com,Manufacturing,0,5862,"Date: 30/11/2022Type: expands_facilitiesEvent: Hoerbiger Wien Gmbh expands facilities to Changzhou, China.URL: https://www.compressortech2.com/news/hoerbiger-to-build-new-plant-in-china/8025091.article",Excellent,1
ssb-ag.de,Transportation,0,1407,,Good,0
doerken.de,Business Services,0,47,,Good,0
lindner-group.com,Construction,0,7125,,Excellent,0
bitburger-braugruppe.de,Manufacturing,0,1600,,Excellent,0
bezreg-muenster.nrw.de,Organizations,0,37,,Good,0
laenderbahn.com,Transportation,0,179,,Good,0
ostsaechsische-sparkasse-dresden.de,Finance,0,1706,,Good,0
pneu.com,Manufacturing,0,12,,Good,0
brueder-schlau.de,Education,0,7,,Good,0
barmenia.de,Insurance,0,3476,,Good,0
rottalinnkliniken.de,Hospitality,0,16,,Good,0
stadt-hagen.de,Hospitality,0,9,,Good,0
swb-gruppe.de,"Energy, Utilities & Waste",0,2325,,Good,0
handtmann.de,Manufacturing,0,3700,,Good,0
stadt-hildesheim.de,Government,0,187,,Good,0
bg-phoenics.de,Business Services,0,354,,Good,0
loxxess.com,Business Services,0,29,,Good,0
harzklinikum.com,Hospitality,0,14,,Good,0
oce.com,Manufacturing,0,85,,Good,0
uta.de,Manufacturing,0,54,,Good,0
coundandcare.de,,0,,,Good,0
team.de,Holding Companies & Conglomerates,0,2075,,Good,0
tds.de,,0,,,Good,0
quarzwerke.com,Minerals & Mining,0,23,,Good,0
heller.biz,Manufacturing,0,2600,,Excellent,0
autoflug.de,Manufacturing,0,21,,Good,0
dfki.de,Organizations,0,650,,Good,0
edel.com,Media & Internet,0,1048,,Good,0
here-we-are.de,Hospitality,0,17,,Good,0
g-u.de,Retail,0,194,,Good,0
schiesser.com,Manufacturing,0,23,,Good,0
wiwi.uni-muenster.de,Consumer Services,0,20,,Good,0
bdo.de,Business Services,0,1005,,Good,0
bonifatius-lingen.de,Hospitals & Physicians Clinics,0,10,,Good,0
osnabrueck.de,Government,0,244,,Good,0
peek-cloppenburg.com,Retail,0,16000,,Good,0
dew-stahl.com,Manufacturing,0,121,,Good,0
klinikverbund-suedwest.de,Hospitals & Physicians Clinics,0,3194,,Good,0
bakertilly.de,Business Services,0,474,,Good,0
nolte-kuechen.de,Retail,0,7,,Good,0
brillux.de,Manufacturing,0,2565,,Good,0
uk-halle.de,Education,0,16,,Good,0
zeppelin.com,Manufacturing,0,11000,Type: *** Discover Insider ***Event: Director of Zeppelin told us they were looking into ' Change in environment and existing system not suitable.,Booster activated,0
glatt.com,Manufacturing,0,3000,,Good,0
dorint.com,Hospitality,0,91,,Excellent,0
gmsh.de,Business Services,0,189,,Excellent,0
krupp-krankenhaus.de,Hospitals & Physicians Clinics,0,21,,Good,0
roland-rechtsschutz.de,Finance,0,30,,Good,0
hells-online.de,,0,,,Good,0
cdmsmith.com,Construction,0,5000,"Type: *** Discover Insider ***Event: IT Project Manager of Cdmsmith, is interested in Demo Video: Protect Your Data in United States.Date: 30/05/2023Type: HiresEvent: CDM Smith Inc hired Jennifer Prescott as senior vice president and chief digital and information officer on May 30th '23.URL: https://finance.yahoo.com/news/jennifer-prescott-joins-cdm-smith-182900332.htmlDate: 13/03/2023Type: LaunchesEvent: CDM Smith Inc launched scholarship program to support students studying STEM undergraduate and graduate engineering degrees on Jan 1st '23.URL: https://thenigeriafm.com/2023/03/14/full-cdm-smith-scholarship-program-2023-academic-sessionDate: 13/03/2023Type: Partners WithEvent: CDM Smith Inc partners with Scholarship America®.URL: https://thenigeriafm.com/2023/03/14/full-cdm-smith-scholarship-program-2023-academic-session/Date: 09/02/2023Type: LaunchesEvent: CDM Smith Inc launches Sky Wave.URL: https://www.cdmsmith.com/en/News/CDM-Smith-launches-Sky-Wave-Drones-Machine-Learning-and-Remote-Sensing-for-Environmental-ProjectsDate: 07/02/2023Type: HiresEvent: CDM Smith Inc hires Ian Ross as senior vice president and the new PFAS practice leader.URL: https://finance.yahoo.com/news/ian-ross-joins-cdm-smith-172700065.html",Excellent,5
mbtech-group.com,Manufacturing,0,3557,,Good,0
richard-wolf.com,Manufacturing,0,1338,Date: 16/08/2023Type: launchesEvent: Richard Wolf GmbH launched fiber optic camera system on Jan 1st '21.URL: https://www.gophotonics.com/news/details/4193-europe-medical-fibre-optics-market-to-grow-at-8-3-cagr-expected-to-reach-usd-666-7-million-by-2033,Good,1
duit.de,Holding Companies & Conglomerates,0,13,,Good,0
karstadt.de,Retail,0,12,,Good,0
bhg-hanau.de,Holding Companies & Conglomerates,0,3500,,Good,0
foerch.de,Holding Companies & Conglomerates,0,2664,Type: *** Discover Insider ***Event: It Project Manager of Foerch told us they were looking into 'Vmware - Cloud within the next 6-12 Months.,Excellent,0
mannheim.de,Hospitals & Physicians Clinics,0,12,,Good,0
wm-fahrzeugteile.de,Hospitality,0,5,,Good,0
guentner.com,Construction,0,3000,,Good,0
ept.de,Manufacturing,0,1200,,Good,0
pcm.endress.com,Manufacturing,0,15100,,Good,0
fes-frankfurt.de,Transportation,0,1641,,Good,0
vkb.de,Consumer Services,0,6707,Type: *** Discover Insider ***Event: Head Of IT Composite Damage Department of Vkb told us they were looking into 'moving to cloud within the next 9 - 12 months.,Excellent,0
sprehe.de,Manufacturing,0,19,,Good,0
kendrion.com,Manufacturing,0,2716,"Date: 23/07/2023Type: expands_facilitiesEvent: Kendrion Kuhnke Automation GmbH will expand facilities to Suzhou, China on Jan 1st '25.URL: https://magneticsmag.com/kendrion-opens-new-factory-in-suzhou-aiming-to-grow-china-revenue-to-e100-million/",Excellent,1
payback.net,Business Services,0,82,,Good,0
koegel.com,Manufacturing,0,404,,Excellent,0
bardusch.de,Hospitality,0,30,,Good,0
de.motul.com,Manufacturing,0,124,,Good,0
gls-itservices.com,,0,,,Good,0
osram-os.com,Manufacturing,0,7990,Date: 17/01/2023Type: launchesEvent: Osram Opto Semiconductors launches Infrared LEDs.URL: https://www.openpr.com/news/2885969/global-sales-of-automotive-exterior-led-lighting-is-likelyDate: 22/12/2022Type: LaunchesEvent: Osram Opto Semiconductors launches two reference design boards for pulsed LASER diodes.URL: https://rutronik-tec.com/kemet-mlcc-high-voltage-floating-electrode-design/,Good,2
saxoprint.de,Business Services,0,790,,Good,0
idt-biologika.de,Manufacturing,0,13,,Good,0
emag.com,Manufacturing,0,3171,,Good,0
takko.de,Retail,0,20,Type: *** Discover Insider ***Event: Manager IT Omni Channel Retail Systems of Takko told us they were looking into 'Data management and protection within the next 9 - 12 months.,Good,0
weber-hydraulik.com,Manufacturing,0,1585,,Excellent,0
spiegel.de,Media & Internet,0,266,,Good,0
wessling.de,Business Services,0,54,,Good,0
eventhotels.com,Hospitality,0,38,,Good,0
biotronik.de,Hospitality,0,49,,Good,0
steuler.de,Manufacturing,0,64,,Good,0
rosler.com,Manufacturing,0,1500,,Good,0
krueger.de,Retail,0,3946,,Good,0
sglgroup.com,Manufacturing,0,1959,,Good,0
robotron.de,Consumer Services,0,320,,Good,0
oldenburg.de,Government,0,10,,Good,0
