Domains,Industry,Event Count,Discover - Overall Score
mmc.com,Finance,0,Excellent
coppel.com,Retail,0,Excellent
ternium.com,Other,5,Excellent
mapfre.com,Legal Services,2,Excellent
walmart.com,Retail,5,Excellent
gruposalinas.com.mx,Other,2,Good
mizuhogroup.com,Finance,4,Excellent
willistowerswatson.com,Finance,0,Good
liverpool.com.mx,Retail,0,Good
sanofiaventis.com,Health Care,0,Good
elcompanies.com,Retail,5,Excellent
ferrero.com,Other,5,Excellent
rb.com,Other,0,Good
softtek.com,Information Technology,0,Excellent
tupperwarebrands.com,Other,5,Excellent
tsys.com,Finance,0,Excellent
new.abb.com,Manufacturing,0,Good
jabil.com,Manufacturing,5,Excellent
caterpillar.com,Manufacturing,5,Booster activated
barclays.com,Finance,5,Good
averydennison.com,Information Technology,5,Booster activated
att.com.mx,Information Technology,0,Good
hbdhb.govt.nz,Health Care,0,Good
quest-global.com,Information Technology,1,Excellent
firstsource.com,Other,3,Excellent
dentsuaegis.com,Finance,0,Good
piacentini.com.au,Other,0,Good
racv.com.au,Other,0,Good
wormald.com.au,Engineering,0,Excellent
gpcasiapac.com,Other,0,Good
bapcor.com.au,Other,0,Good
amartfurniture.com.au,Retail,0,Good
mebank.com.au,Finance,0,Excellent
santos.com,Energy,5,Excellent
youi.com.au,Legal Services,0,Good
seek.com.au,Marketing,0,Excellent
tallysolutions.com,Information Technology,0,Good
herofincorp.com,Finance,0,Good
dabur.com,Retail,2,Good
relianceada.com,Legal Services,0,Good
indoco.com,Health Care,0,Good
kalpataru.com,Real Estate,0,Good
tataelxsi.com,Information Technology,1,Excellent
reliancegeneral.co.in,Legal Services,0,Good
transpower.co.nz,Other,0,Good
freightways.co.nz,Information Technology,0,Good
farmers.co.nz,Retail,0,Excellent
chh.co.nz,Engineering,0,Good
pggwrightson.co.nz,Other,0,Good
trends.com.ph,Information Technology,0,Good
robinsonsland.com,Real Estate,2,Good
securitybank.com,Finance,0,Good
sph.com.sg,Marketing,0,Excellent
sea.com,Information Technology,0,Excellent
rmwilliams.com.au,Retail,0,Good
built.com.au,Engineering,0,Good
lion.co.jp,Food and Beverage,0,Good
servicestream.com.au,Engineering,0,Good
lendlease.com,Real Estate,5,Excellent
perentigroup.com,Other,0,Good
tataaia.com,Legal Services,0,Good
biocon.com,Health Care,5,Good
asianpaints.com,Other,0,Excellent
nomura-am.co.jp,Finance,1,Excellent
brooksbrothers.com,Retail,2,Excellent
group.dentsu.com,Marketing,5,Excellent
akebono-brake.com,Other,0,Excellent
indeed.com,Information Technology,3,Excellent
ojifs.com,Engineering,0,Good
datacom.co.nz,Information Technology,1,Good
marutisuzuki.com,Manufacturing,0,Good
bhpbilliton.com,Other,0,Good
wns.com,Legal Services,1,Good
justdial.com,Information Technology,0,Good
ambujacement.com,Manufacturing,0,Good
costagroup.com.au,Other,0,Good
stlukes.com.ph,Health Care,0,Good
asia-brewery.com,Food and Beverage,0,Good
makatimed.net.ph,Health Care,0,Good
bestday.com,Other,0,Good
shibata.com.br,Retail,0,Good
iconn.com.mx,Retail,0,Excellent
nissan.com.mx,Other,0,Excellent
gerdau.com,Other,5,Excellent
estafeta.com,Information Technology,0,Excellent
famsa.com,Manufacturing,0,Good
welspun.com,Manufacturing,2,Good
palaceresorts.com,Legal Services,0,Good
mideacarrier.com.br,Manufacturing,0,Good
coflex.com.mx,Manufacturing,0,Good
mufg.jp,Finance,5,Good
omie.com.br,Information Technology,0,Good
ril.com,Energy,0,Good
merck.com,Other,5,Booster activated
samsung.com,Manufacturing,5,Excellent
toks.com.mx,Health Care,0,Good
63moons.com,Information Technology,0,Good
upl-ltd.com,Food and Beverage,0,Excellent
tfehotels.com,Health Care,0,Good
peabodyenergy.com,Other,0,Excellent
pybar.com.au,Other,0,Excellent
cub.com.au,Manufacturing,1,Excellent
t2tea.com,Retail,0,Good
pfdfoods.com.au,Food and Beverage,0,Good
duluxgroup.com.au,Manufacturing,0,Good
aurobindo.com,Other,4,Excellent
datamatics.com,Information Technology,3,Excellent
emcure.co.in,Other,0,Good
nihilent.com,Information Technology,0,Excellent
cloverinfotech.com,Information Technology,0,Good
nerolac.com,Manufacturing,0,Good
racv.com.au,Non-profit Organizations,0,Good
abfrl.adityabirla.com,Retail,0,Good
ujjivan.com,Finance,0,Good
anzcofoods.com,Food and Beverage,0,Excellent
wastemanagement.co.nz,Other,2,Excellent
fisherpaykel.com,Manufacturing,0,Excellent
ucpb.com,Finance,0,Excellent
rosepharmacy.com,Other,0,Excellent
wilcon.com.ph,Retail,1,Good
shopee.com,Information Technology,0,Good
inbrands.com.br,Retail,0,Good
braskem.com.br,Manufacturing,0,Good
cemig.com.br,Other,0,Good
vivante.com.br,Government,0,Good
braskem.com,Manufacturing,0,Good
koandina.com,Food and Beverage,0,Good
intercement.com,Manufacturing,0,Good
simpress.com.br,Information Technology,0,Good
stz.com.br,Retail,0,Good
atlas.ind.br,Retail,0,Good
othon.com.br,Health Care,0,Good
embracon.com.br,Finance,0,Good
mrn.com.br,Other,0,Good
ocyan-sa.com,Energy,0,Good
pratidonaduzzi.com.br,Health Care,0,Good
marilan.com,Food and Beverage,0,Good
giassi.com.br,Retail,0,Good
mattosfilho.com.br,Legal Services,0,Good
eurofarma.com.br,Other,0,Good
herval.com.br,Retail,0,Good
hortifruti.com.br,Retail,0,Good
grendene.com.br,Retail,0,Good
protege.com.br,Legal Services,0,Good
sicredi.com.br,Finance,0,Good
almavivadobrasil.com.br,Information Technology,0,Good
usiminas.com,Other,0,Good
cemex.com,Manufacturing,5,Excellent
royal-holiday.com,Health Care,0,Good
vitro.com,Manufacturing,0,Excellent
cyamoda.com,Retail,0,Good
metalsa.com,Manufacturing,0,Excellent
unilever.com,Other,5,Excellent
intercam.com.mx,Finance,0,Good
ine.mx,Government,0,Good
itisa.com.mx,Engineering,0,Good
crowncork.com,Information Technology,3,Excellent
compucom.com,Information Technology,2,Excellent
foxconn.com,Information Technology,5,Good
concredito.com.mx,Finance,0,Good
cuprum.com,Manufacturing,0,Good
grupoaxo.com,Retail,0,Good
gis.com.mx,Manufacturing,1,Excellent
rymanhealthcare.co.nz,Health Care,0,Good
apm.net.au,Legal Services,0,Good
thepalladiumgroup.com,Legal Services,2,Excellent
sydneywater.com.au,Other,2,Good
ddbmudragroup.com,Legal Services,0,Good
mytvs.in,Manufacturing,0,Good
niit.com,Education,0,Good
vfsglobal.com,Legal Services,0,Good
voltas.com,Manufacturing,3,Excellent
ocwen.com,Finance,0,Excellent
strides.com,Other,0,Good
firstsource.com,Legal Services,3,Excellent
tacogroup.com,Manufacturing,0,Good
ana.co.jp,Other,5,Good
staclara.com.ph,Engineering,0,Good
smart.com.ph,Information Technology,0,Good
iress.com,Information Technology,5,Excellent
visy.com.au,Manufacturing,5,Excellent
creditcorp.com.au,Finance,0,Good
multiplex.global,Engineering,5,Excellent
shubham.co,Finance,0,Good
next.co.uk,Entertainment,4,Good
renesas.com,Manufacturing,0,Good
waikatodhb.health.nz,Government,0,Good
eastwestseed.com,Other,4,Excellent
getzpharma.com,Other,0,Good
kcc.com,Other,0,Good
daltile.com.mx,Engineering,0,Good
mosaicco.com,Food and Beverage,1,Excellent
sonda.com,Information Technology,0,Good
rovitex.com.br,Retail,0,Good
meta.com,Information Technology,5,Excellent
ale.com.br,Energy,0,Good
stone.com.br,Information Technology,0,Good
mundipharma.com,Health Care,0,Good
itaubba.com,Finance,0,Good
mideacarrier.com,Manufacturing,0,Good
raiadrogasil.com.br,Retail,0,Good
grupoccr.com.br,Legal Services,0,Good
atento.com.br,Other,0,Good
roca.com,Engineering,0,Good
alstom.com,Manufacturing,5,Booster activated
bacardi.com,Food and Beverage,5,Excellent
kellogg.com,Retail,1,Good
alicongroup.co.in,Manufacturing,0,Good
fultonhogan.com,Real Estate,0,Excellent
myob.com,Information Technology,1,Excellent
timesgroup.com,Marketing,0,Good
thermaxglobal.com,Manufacturing,0,Excellent
ibero.mx,Education,0,Good
kpmg.com.au,Legal Services,0,Good
linecorp.com,Information Technology,0,Good
rappi.com,Information Technology,0,Excellent
vivaaerobus.com,Other,4,Excellent
orotongroup.com,Retail,0,Good
lornajane.com.au,Retail,0,Good
abngroup.com.au,Engineering,0,Good
lornajane.sg,Retail,0,Good
scee.com.au,Engineering,0,Good
fisherpaykel.com,Retail,0,Excellent
laingorourke.com.au,Engineering,0,Good
klook.com,Health Care,0,Excellent
j-oil.com,Food and Beverage,0,Good
ebanx.com,Legal Services,0,Good
herval.com.br,Legal Services,0,Good
iguatemi.com.br,Finance,0,Good
ebanx.com,Legal Services,0,Good
chiyodacorp.com,Energy,0,Good
vocusgroup.co.nz,Information Technology,0,Good
fletchersteel.co.nz,Engineering,0,Good
gwf.com.au,Retail,0,Excellent
compass-group.co.nz,Health Care,0,Good
publicisgroupe.com,Marketing,5,Good
rbd.co.nz,Retail,0,Good
transport.vic.gov.au,Government,0,Good
pactgroup.com,Information Technology,0,Excellent
ajio.com,Retail,0,Good
hplindia.com,Manufacturing,0,Good
mitre10.co.nz,Retail,0,Good
deltek.com,Information Technology,5,Excellent
changiairport.com,Other,5,Excellent
woodlandstransport.com.sg,Information Technology,0,Good
tataprojects.com,Engineering,0,Good
bayleys.co.nz,Real Estate,0,Good
aecom.com,Engineering,5,Excellent
lf.mufg.jp,Finance,0,Good
sanford.co.nz,Other,0,Good
amp.co.nz,Finance,0,Good
thinkdelta.co.nz,Other,0,Good
sky.co.nz,Entertainment,0,Excellent
amazon.com,Information Technology,5,Excellent
sage.com,Other,5,Excellent
jll.com,Real Estate,5,Booster activated
rymanhealthcare.com,Health Care,0,Good
inpex.com.au,Energy,0,Good
catch.com.au,Retail,0,Good
evolutionmining.com,Other,0,Good
carechoice.net.au,Health Care,0,Good
sydneywater.com.au,Engineering,2,Good
conocophillips.com,Energy,3,Excellent
kansai-airports.co.jp,Other,0,Good
tcichemicals.com,Chemicals,0,Good
mlp.com,Finance,5,Excellent
irobot.com,Retail,5,Excellent
wacom.com,Information Technology,0,Booster activated
tel.com,Manufacturing,0,Good
elekta.com,Health Care,5,Excellent
rgp.com,Legal Services,0,Excellent
pgi.com,Information Technology,0,Good
cybereason.com,Information Technology,5,Booster activated
mahle.com,Other,3,Excellent
bnpparibascardif.com,Manufacturing,5,Good
boehringer-ingelheim.com,Retail,5,Booster activated
leroymerlin.com.br,Finance,0,Good
udtrucks.com,Other,0,Good
msd.com,Health Care,1,Booster activated
elsevier.com,Information Technology,5,Booster activated
concepts.co.nz,Information Technology,0,Good
healthvision.co.nz,Health Care,0,Good
robertwalters.com,Legal Services,0,Good
delaval.com,Retail,5,Good
hll.org.nz,Health Care,0,Good
kornferry.com,Legal Services,5,Good
edelman.com,Marketing,0,Good
jacobs.com,Engineering,5,Excellent
accenture.com,Legal Services,5,Excellent
servier.com,Health Care,5,Good
7-eleven.com,Retail,0,Good
votorantim.com.br,Finance,0,Good
coface.com,Legal Services,5,Good
sita.aero,Information Technology,5,Good
motorola.com,Energy,5,Excellent
3ds.com,Other,5,Good
cognizant.com,Information Technology,1,Excellent
gm.com,Other,5,Good
airbnb.com,Other,5,Booster activated
dow.com,Chemicals,5,Excellent
ericsson.com,Information Technology,5,Booster activated
bnpparibascardif.com,Legal Services,5,Good
cevalogistics.com,Other,5,Excellent
corteva.com,Other,5,Excellent
siemens-energy.com,Food and Beverage,0,Good
firstmajestic.com,Other,0,Good
hkstrategies.com,Other,0,Good
aexp.com,Finance,0,Good
organon.com,Health Care,4,Booster activated
amgen.com,Information Technology,5,Excellent
safilogroup.com,Retail,5,Good
adecco.com,Legal Services,0,Good
aptiv.com,Other,5,Booster activated
aam.com,Other,3,Booster activated
amazon.com,Information Technology,5,Good
araymond.com,Engineering,0,Good
meta.com.br,Information Technology,0,Good
akima.com,Other,1,Good
aperam.com,Other,2,Excellent
satos.net,Information Technology,0,Good
adp.com,Legal Services,5,Good
zimmerbiomet.com,Health Care,0,Good
amwayglobal.com,Retail,0,Good
wpp.com,Marketing,5,Excellent
amway.com,Retail,0,Good
hitachi-automotive.co.jp,Other,0,Good
ifood.com.br,Other,1,Good
faber-castell.com.br,Retail,0,Good
dana.com,Other,0,Good
alcon.com,Manufacturing,5,Good
cartier.com,Retail,5,Good
matthey.com,Chemicals,5,Excellent
electrolux.com.br,Retail,0,Good
pbcom.com.ph,Finance,0,Good
finnair.com,Other,5,Excellent
hkscan.com,Food and Beverage,3,Excellent
mazars.fr,Finance,0,Good
gameloft.com,Other,5,Good
nobia.com,Manufacturing,5,Excellent
nissan.com.mx,Manufacturing,0,Good
vigor.com.br,Food and Beverage,0,Good
bdo.com,Finance,0,Good
fultonhogan.com,Engineering,0,Good
sagemcom.com,Information Technology,0,Good
matmut.fr,Legal Services,0,Good
idemia.com,Information Technology,5,Excellent
pernod-ricard.com,Other,5,Good
groupe-casino.fr,Marketing,1,Good
natixis.com,Finance,0,Good
michelin.com,Manufacturing,5,Good
geodis.com,Manufacturing,5,Good
elis.com,Business Services,1,Good
eiffage.com,Engineering,4,Good
momentumww.com,Marketing,0,Good
hsbc.com,Information Technology,5,Excellent
unilever.com,Finance,5,Excellent
averda.com,Food and Beverage,0,Good
sytner.co.uk,Manufacturing,0,Excellent
itvplc.com,Marketing,0,Excellent
nationwide.co.uk,Finance,5,Excellent
unilever.com,Business Services,5,Excellent
sse.com,Other,4,Excellent
natwest.com,Finance,5,Excellent
angloamerican.com,Other,0,Good
rolls-royce.com,Engineering,5,Excellent
directlinegroup.co.uk,Legal Services,0,Good
dssmith.com,Manufacturing,5,Excellent
capita.com,Information Technology,5,Good
tupy.com.br,Other,1,Excellent
globo.com,Marketing,0,Good
csu.com.br,Information Technology,0,Good
cpfl.com.br,Other,0,Good
gruposbf.com.br,Other,0,Good
cossette.com,Marketing,4,Excellent
enbridge.com,Energy,5,Booster activated
pcl.com,Engineering,0,Excellent
cbi.ca,Health Care,0,Good
bathfitter.com,Retail,0,Good
hometrust.ca,Finance,0,Good
metrie.com,Engineering,0,Good
aritzia.com,Retail,3,Booster activated
cbrands.com,Food and Beverage,5,Excellent
slumberland.com,Manufacturing,0,Good
liveramp.com,Marketing,5,Booster activated
mindbodyonline.com,Health Care,0,Good
tpx.com,Information Technology,0,Good
teradyne.com,Manufacturing,1,Booster activated
irvinecompany.com,Real Estate,0,Good
vallartasupermarkets.com,Marketing,0,Good
hercrentals.com,Engineering,0,Good
activisionblizzard.com,Entertainment,5,Booster activated
copart.com,Manufacturing,0,Good
bose.com,Energy,5,Excellent
altria.com,Business Services,0,Booster activated
wattswater.com,Engineering,0,Good
tripadvisor.com,Information Technology,5,Booster activated
kbhome.com,Real Estate,0,Good
cnb.com,Finance,3,Excellent
drivetime.com,Manufacturing,1,Booster activated
comerica.com,Finance,1,Excellent
juniper.net,Information Technology,5,Excellent
flowserve.com,Engineering,3,Booster activated
pfgc.com,Food and Beverage,0,Good
ebay.com,Information Technology,5,Booster activated
americangreetings.com,Business Services,1,Excellent
tapestry.com,Retail,4,Excellent
infor.com,Information Technology,0,Good
aflac.com,Legal Services,5,Booster activated
arrow.com,Information Technology,5,Excellent
vertiv.com,Energy,0,Good
rich.com,Food and Beverage,0,Good
netapp.com,Information Technology,5,Excellent
autodesk.com,Information Technology,5,Booster activated
baicommunications.com,Information Technology,0,Excellent
wsp.com,Engineering,5,Good
vitagroup.com.au,Retail,0,Good
raytheon.com,Other,5,Good
discovery.com,Entertainment,5,Excellent
amp.com.au,Finance,0,Good
cbre.com,Real Estate,5,Excellent
education.nsw.gov.au,Education,0,Good
goldmansachs.com,Finance,5,Excellent
alintaenergy.com.au,Other,0,Good
amaysim.com.au,Information Technology,0,Good
southeastwater.com.au,Other,0,Good
tennis.com.au,Other,0,Good
motorama.com.au,Manufacturing,0,Good
tmbank.com.au,Finance,0,Good
cashconverters.com,Retail,0,Good
tweglobal.com,Food and Beverage,5,Booster activated
crowdstrike.com,Information Technology,5,Booster activated
superretailgroup.com.au,Retail,0,Good
woolworths.co.za,Retail,0,Good
coles.com.au,Retail,0,Good
kmart.com.au,Retail,0,Good
health.telstra.com,Information Technology,0,Good
jbhifi.com.au,Retail,0,Good
upgrad.com,Education,5,Excellent
vguard.in,Retail,0,Good
sobha.com,Engineering,0,Good
dream11.com,Other,3,Excellent
grofers.com,Other,0,Good
zomato.com,Other,0,Good
cipla.com,Other,0,Good
lupin.com,Other,0,Good
2degrees.nz,Information Technology,0,Good
navico.com,Retail,1,Excellent
mbie.govt.nz,Government,0,Good
thewarehouse.co.nz,Retail,0,Good
globe.com.ph,Information Technology,0,Good
vpbank.com,Finance,5,Excellent
sgx.com,Finance,0,Good
patsnap.com,Information Technology,0,Excellent
daimler.com,Finance,5,Excellent
insead.edu,Education,5,Good
singhealth.com.sg,Health Care,0,Good
seagate.com,Information Technology,5,Booster activated
sherwin.com,Chemicals,0,Good
gsk.com,Other,5,Booster activated
fisglobal.com,Information Technology,5,Booster activated
lego.com,Retail,5,Excellent
danishagro.dk,Food and Beverage,0,Excellent
bdo.dk,Finance,0,Good
solita.fi,Information Technology,0,Good
digia.com,Information Technology,0,Good
nokiantyres.com,Manufacturing,5,Good
tf1.fr,Marketing,0,Good
fnacdarty.com,Retail,4,Good
canal-plus.com,Marketing,0,Good
ubisoft.com,Other,5,Booster activated
ancv.fr,Engineering,0,Good
lch.com,Finance,0,Good
klepierre.com,Real Estate,0,Good
fiducial.fr,Finance,0,Good
afd.fr,Finance,0,Good
caceis.com,Finance,5,Good
crouzet.com,Manufacturing,0,Good
daher.com,Other,5,Good
latecoere.fr,Other,0,Good
nexter-group.fr,Other,0,Good
amundi.com,Finance,5,Excellent
arc.com,Other,0,Good
chu-grenoble.fr,Health Care,0,Good
ipc.unicancer.fr,Health Care,0,Good
fr.clara.net,Information Technology,0,Good
infopro-digital.com,Information Technology,1,Excellent
dassault-aviation.com,Other,5,Good
autoneum.com,Manufacturing,0,Good
bouygues.com,Engineering,5,Good
eurovia.com,Engineering,0,Good
meggitt.com,Other,1,Excellent
safrangroup.com,Other,0,Good
allianz.fr,Finance,1,Excellent
groupe-bel.com,Food and Beverage,5,Good
aphp.fr,Health Care,1,Good
altran.com,Information Technology,0,Good
scandistandard.com,Retail,0,Excellent
nbim.no,Finance,1,Excellent
statkraft.com,Food and Beverage,4,Excellent
sbab.se,Finance,0,Good
worldfirst.com,Finance,1,Excellent
global.com,Marketing,0,Excellent
medallia.com,Information Technology,5,Excellent
elastic.co,Information Technology,5,Excellent
copart.co.uk,Manufacturing,0,Good
okta.com,Information Technology,5,Excellent
atkinsglobal.com,Engineering,3,Good
img.co.in,Entertainment,0,Good
firstport.co.uk,Business Services,4,Excellent
camelotgroup.co.uk,Retail,3,Excellent
fundingcircle.com,Finance,2,Excellent
alcumusgroup.com,Information Technology,0,Good
cloudreach.com,Information Technology,1,Excellent
chessict.co.uk,Information Technology,0,Excellent
currenciesdirect.com,Finance,0,Excellent
accaglobal.com,Finance,5,Good
arrival.com,Manufacturing,0,Excellent
bibbyfinancialservices.com,Finance,5,Excellent
colart.com,Retail,0,Excellent
hl.co.uk,Finance,5,Excellent
hitachicapital.co.uk,Finance,1,Good
ig.com,Finance,5,Good
lbhf.gov.uk,Government,0,Good
hm-treasury.gov.uk,Government,0,Good
boohoo.com,Retail,0,Good
globaluniversitysystems.com,Education,0,Excellent
awe.co.uk,Other,1,Excellent
theaa.com,Manufacturing,0,Good
cambridgeassessment.org.uk,Education,0,Excellent
carey.com,Engineering,1,Excellent
chg.org.uk,Engineering,0,Excellent
emrgroup.com,Food and Beverage,1,Excellent
gentingcasinos.co.uk,Entertainment,0,Excellent
exemplarhc.com,Health Care,0,Good
berkshire.nhs.uk,Health Care,0,Good
closebrothers.com,Finance,1,Excellent
closebrothersam.com,Finance,0,Good
domesticandgeneral.com,Finance,0,Excellent
cabotcm.com,Finance,1,Excellent
fca.org.uk,Finance,5,Excellent
landg.com,Finance,0,Good
inchcape.com,Manufacturing,5,Good
mod.gov.uk,Other,0,Good
arup.com,Engineering,5,Excellent
sky.uk,Marketing,0,Good
kpmg.co.uk,Finance,2,Good
hcahealthcare.co.uk,Health Care,5,Good
hbsa.com.br,Information Technology,0,Good
fiesp.com.br,Information Technology,0,Good
eneva.com.br,Energy,0,Good
businessfrance.fr,Other,2,Good
ifood.com.br,Information Technology,1,Good
tigre.com,Engineering,0,Good
paypal.com,Other,5,Good
stellantis.com,Manufacturing,5,Good
volkswagen.com.br,Manufacturing,0,Good
chiesi.com,Other,5,Good
zambongroup.com,Other,0,Good
merz.com,Other,1,Good
economia.gov.br,Government,0,Good
mxns.com,Food and Beverage,0,Good
redbull.com,Information Technology,1,Excellent
gimba.com.br,Business Services,0,Good
b3.com.br,Finance,0,Good
softplan.com.br,Information Technology,0,Good
dafiti.com.br,Retail,0,Good
totvs.com.br,Information Technology,0,Good
banestes.com.br,Finance,0,Good
romi.com,Manufacturing,0,Good
uisa.com.br,Food and Beverage,0,Good
biolabfarma.com.br,Other,0,Good
disneycareers.com,Entertainment,2,Good
bradesco.com,Finance,0,Good
kiongroup.com,Manufacturing,0,Good
interpublic.com,Marketing,5,Good
abbvie.com,Other,5,Excellent
kavak.com,Manufacturing,0,Booster activated
ift.org.mx,Information Technology,0,Good
hkstrategies.com,Government,3,Excellent
nrfm.com.mx,Manufacturing,0,Good
gruposalinas.com.mx,Health Care,2,Good
elementcorp.com,Finance,0,Good
mkcorp.com,Retail,0,Good
yanbal.com,Retail,0,Good
bayer.mx,Chemicals,0,Good
gbm.com.mx,Finance,0,Good
bocar.com,Manufacturing,0,Good
vendasta.com,Information Technology,3,Excellent
haltonhealthcare.on.ca,Health Care,0,Good
translink.ca,Information Technology,2,Booster activated
laurentian.ca,Education,2,Booster activated
belroncanada.com,Manufacturing,0,Good
bankofcanada.ca,Finance,2,Booster activated
tangerine.ca,Finance,0,Booster activated
camosun.ca,Education,0,Good
atb.com,Finance,2,Booster activated
bdc.ca,Finance,5,Booster activated
cwbank.com,Finance,1,Excellent
corusent.com,Marketing,5,Booster activated
multimatic.com,Manufacturing,0,Good
exp.com,Engineering,1,Excellent
kikcorp.com,Retail,0,Booster activated
agropur.com,Food and Beverage,3,Excellent
aircanada.ca,Other,0,Good
gildan.com,Retail,0,Good
confluent.io,Information Technology,5,Booster activated
wnins.com,Legal Services,0,Excellent
usertesting.com,Other,5,Excellent
applied-insight.com,Information Technology,0,Good
dicentral.com,Information Technology,0,Good
sullair.com,Manufacturing,0,Good
worldventures.com,Other,0,Good
coastline.edu,Education,0,Excellent
tenable.com,Information Technology,5,Excellent
thespringsliving.com,Health Care,0,Good
autoplusap.com,Manufacturing,0,Booster activated
medecision.com,Information Technology,0,Good
snowflake.com,Information Technology,5,Booster activated
toyota.com,Manufacturing,5,Excellent
sandc.com,Manufacturing,3,Booster activated
topconpositioning.com,Manufacturing,0,Good
cedarfair.com,Entertainment,5,Excellent
shakeshack.com,Health Care,5,Excellent
greenfire.com,Information Technology,0,Good
doveltech.com,Information Technology,0,Good
villarestaurantgroup.com,Health Care,0,Good
mannkindcorp.com,Other,0,Good
dennys.com,Health Care,0,Excellent
netsuite.com,Information Technology,0,Good
us.panasonic.com,Manufacturing,0,Good
mass.gov,Government,0,Good
capitalone.com,Finance,5,Good
trinity-health.org,Health Care,5,Excellent
baptisthealth.net,Health Care,5,Booster activated
redcross.org,Non-profit Organizations,5,Booster activated
optum.com,Health Care,5,Good
bray.com,Manufacturing,0,Excellent
abaco.com,Information Technology,0,Good
academybank.com,Finance,0,Good
advancedmd.com,Information Technology,0,Good
avinc.com,Other,1,Excellent
amplify.com,Education,0,Excellent
applovin.com,Other,5,Booster activated
bancofcal.com,Finance,0,Excellent
bandwidth.com,Information Technology,2,Excellent
leumiusa.com,Finance,0,Good
bill.com,Information Technology,5,Booster activated
bmchp.org,Health Care,0,Booster activated
alkamitech.com,Finance,0,Good
bostonprivate.com,Finance,0,Excellent
acacompliancegroup.com,Finance,0,Booster activated
appfolio.com,Information Technology,5,Good
appian.com,Information Technology,5,Excellent
bankunited.com,Finance,0,Excellent
1stsource.com,Finance,0,Excellent
aiphone.com,Manufacturing,0,Good
apptio.com,Information Technology,0,Excellent
aryaka.com,Information Technology,5,Excellent
ascendlearning.com,Education,1,Booster activated
avidxchange.com,Information Technology,3,Excellent
boydcorp.com,Manufacturing,0,Good
aceparking.com,Retail,0,Booster activated
84lumber.com,Engineering,3,Excellent
aciworldwide.com,Information Technology,5,Booster activated
ahern.com,Engineering,0,Good
albemarle.com,Chemicals,5,Booster activated
allegiantair.com,Other,0,Good
allscripts.com,Information Technology,0,Good
andersencorp.com,Engineering,0,Good
apog.com,Engineering,1,Excellent
aptean.com,Information Technology,0,Good
bakertilly.com,Finance,5,Good
boh.com,Finance,0,Good
ozk.com,Finance,0,Good
bergelectric.com,Engineering,0,Good
activision.com,Entertainment,5,Booster activated
agoc.com,Other,0,Excellent
calistacorp.com,Other,0,Excellent
azdot.gov,Government,0,Good
adacounty.id.gov,Government,0,Good
bbh.com,Finance,5,Booster activated
ballhort.com,Food and Beverage,0,Good
associatedbank.com,Finance,0,Good
better.com,Finance,2,Excellent
ally.com,Finance,5,Good
ascensus.com,Finance,0,Good
arcadis-us.com,Engineering,0,Good
agfirst.com,Finance,0,Good
bbvausa.com,Finance,0,Good
aegworldwide.com,Entertainment,2,Good
bloomberg.net,Finance,0,Good
campbellsoup.com,Food and Beverage,0,Good
impellam.com,Business Services,2,Good
barclays.com,Finance,5,Good
nationwide.co.uk,Finance,5,Excellent
bupa.com,Health Care,0,Good
ageas.co.uk,Legal Services,4,Good
adyen.com,Finance,5,Excellent
sita.aero,Business Services,5,Good
uk.thalesgroup.com,Computer and Technology,0,Good
davidlloyd.co.uk,Entertainment,1,Excellent
attendo.se,Health Care,0,Good
aib.ie,Finance,5,Excellent
iconplc.com,Health Care,2,Excellent
aon.com,Finance,5,Excellent
astrazeneca.com,Health Care,5,Excellent
erasmusmc.nl,Health Care,0,Good
ing.com,Finance,5,Booster activated
merckgroup.com,Health Care,5,Excellent
netapp.com,Computer and Technology,5,Good
philips.com,Health Care,5,Excellent
se.com,Manufacturing,5,Good
signify.com,Manufacturing,0,Excellent
wellsfargo.com,Finance,5,Excellent
bnpparibas.com,Finance,0,Good
juliusbaer.com,Finance,0,Good
nn-group.com,Finance,5,Excellent
accor.com,Entertainment,0,Good
ineos.com,Manufacturing,5,Excellent
solvay.com,Manufacturing,5,Excellent
lhoist.com,Manufacturing,0,Booster activated
bakkavor.com,Food and Beverage,0,Good
clariant.com,Manufacturing,5,Excellent
yara.com,Food and Beverage,5,Good
zurich.com,Legal Services,5,Excellent
endava.com,Computer and Technology,5,Excellent
nobia.com,Manufacturing,5,Excellent
georgfischer.com,Manufacturing,1,Excellent
fugro.com,Manufacturing,1,Excellent
spirehealthcare.com,Health Care,5,Excellent
blackrock.com,Finance,5,Excellent
wolterskluwer.com,Computer and Technology,5,Good
buhlergroup.com,Manufacturing,0,Good
garrettmotion.com,Manufacturing,5,Excellent
deme-group.com,Engineering,4,Excellent
aalberts.com,Manufacturing,1,Excellent
sky.com,Marketing,4,Good
ingrammicro.com,Computer and Technology,5,Good
schindler.com,Manufacturing,4,Excellent
medtronic.com,Health Care,5,Good
microfocus.com,Computer and Technology,0,Good
temenos.com,Computer and Technology,5,Excellent
rac.co.uk,Manufacturing,2,Excellent
bb.com.br,Finance,0,Good
bmo.com,Finance,5,Good
trelleborg.com,Manufacturing,2,Excellent
sulzer.com,Manufacturing,5,Excellent
hse.ie,Health Care,5,Good
hcuge.ch,Health Care,0,Good
dagrofa.dk,Manufacturing,4,Excellent
galderma.com,Health Care,0,Good
smurfitkappa.com,Manufacturing,5,Excellent
lonza.com,Health Care,0,Good
